Industry,State,Country,Stage,Account Name,Amount,CloseDate (Epoch days),CloseDate (Epoch seconds),AccountType,CloseDate,Name
Energy,,China,Closed Lost,Riley999 Inc,4625,18173,1570147200,Partner,10/4/2019,Opportunity for Evans607
Engineering,,Peru,Closed Won,West990 Inc,34549,18417,1591228800,Partner,6/4/2020,Opportunity for Norman968
Insurance,,Argentina,Closed Lost,Marsh614 Inc,19648,18766,1621382400,Partner,5/19/2021,Opportunity for Keller977
Healthcare,,Russia,Qualification,Reynolds298 Inc,40011,18898,1632787200,Customer,9/28/2021,Opportunity for Jennings981
Education,,Indonesia,Closed Lost,Gutierrez48 Inc,97146,18091,1563062400,Partner,7/14/2019,Opportunity for Weber983
Transportation,,,Closed Won,Joseph730 Inc,88043,19067,1647388800,Partner,3/16/2022,Opportunity for Lane987
Engineering,Jalisco,Mexico,Proposal/Price Quote,Wise175 Inc,34934,18795,1623888000,Partner,6/17/2021,Opportunity for Lloyd988
Manufacturing,Veracruz Llave,Mexico,Perception Analysis,Fitzgerald503 Inc,49981,18890,1632096000,Customer,9/20/2021,Opportunity for Porter991
Biotechnology,,Indonesia,Closed Won,Carr889 Inc,86958,18147,1567900800,Partner,9/8/2019,Opportunity for Norman1354
Consulting,,China,Closed Lost,Wells423 Inc,67623,18329,1583625600,Partner,3/8/2020,Opportunity for Gomez1357
Biotechnology,,Jamaica,Closed Won,Schneider841 Inc,24263,18330,1583712000,Partner,3/9/2020,Opportunity for Sullivan1358
Energy,,China,Qualification,Rodriquez626 Inc,73004,18284,1579737600,Partner,1/23/2020,Opportunity for Harrison1359
Manufacturing,,China,Value Proposition,Ramsey114 Inc,18664,19289,1666569600,Partner,10/24/2022,Opportunity for Austin1360
Media,Lisboa,Portugal,Closed Won,Schneider843 Inc,46776,19074,1647993600,Partner,3/23/2022,Opportunity for Dean1363
Engineering,Pays de la Loire,France,Needs Analysis,Herrera637 Inc,16926,18389,1588809600,Customer,5/7/2020,Opportunity for Ferguson1365
Agriculture,,Palau,Needs Analysis,Brewer934 Inc,22077,18612,1608076800,Partner,12/16/2020,Opportunity for Wilkins1370
Manufacturing,,Indonesia,Closed Won,Lee192 Inc,76718,17983,1553731200,Partner,3/28/2019,Opportunity for Wilkins1372
Finance,,Morocco,Closed Won,Woods306 Inc,58663,18614,1608249600,Partner,12/18/2020,Opportunity for Olson1373
Apparel,?le-de-France,France,Closed Won,Dawson161 Inc,14626,19168,1656115200,Partner,6/25/2022,Opportunity for Dennis1374
Electronics,,China,Closed Lost,Maxwell619 Inc,20357,19025,1643760000,Partner,2/2/2022,Opportunity for Buchanan1727
Biotechnology,,Belarus,Negotiation/Review,Collins522 Inc,56774,18595,1606608000,Partner,11/29/2020,Opportunity for White1730
Finance,,Indonesia,Closed Won,Lopez275 Inc,77971,18880,1631232000,Partner,9/10/2021,Opportunity for Tate1737
Finance,,Japan,Closed Lost,Crawford536 Inc,97231,18522,1600300800,Partner,9/17/2020,Opportunity for Arnold1738
Engineering,,Yemen,Closed Won,Bridges776 Inc,29230,19230,1661472000,Partner,8/26/2022,Opportunity for Meyer1740
Healthcare,,China,Qualification,Riley999 Inc,33216,18930,1635552000,Partner,10/30/2021,Opportunity for Phillips1742
Engineering,,Philippines,Closed Lost,Casey767 Inc,50550,18068,1561075200,Partner,6/21/2019,Opportunity for Smith1744
Engineering,,Oman,Perception Analysis,Dean95 Inc,33637,18899,1632873600,Partner,9/29/2021,Opportunity for Rhodes1746
Biotechnology,,Gambia,Closed Won,McKenzie531 Inc,29180,18782,1622764800,Partner,6/4/2021,Opportunity for Jackson611
Retail,,Colombia,Closed Lost,Rodgers461 Inc,3526,18535,1601424000,Customer,9/30/2020,Opportunity for Keller612
Technology,?le-de-France,France,Closed Won,Doyle59 Inc,70844,18458,1594771200,Customer,7/15/2020,Opportunity for Osborne613
Communications,,Russia,Closed Won,Austin22 Inc,10306,18113,1564963200,Partner,8/5/2019,Opportunity for Valdez617
Retail,,Finland,Closed Won,Joseph988 Inc,7598,19026,1643846400,Partner,2/3/2022,Opportunity for Weber619
Engineering,,Russia,Closed Won,Gonzales409 Inc,15549,18267,1578268800,Partner,1/6/2020,Opportunity for West620
Finance,,Russia,Closed Won,Crawford184 Inc,60954,19346,1671494400,Partner,12/20/2022,Opportunity for Ingram622
Electronics,Stockholm,Sweden,Closed Won,Cohen28 Inc,61637,18922,1634860800,Partner,10/22/2021,Opportunity for Jackson625
Technology,,Paraguay,Qualification,Brewer763 Inc,69113,19033,1644451200,Partner,2/10/2022,Opportunity for Daniels627
Energy,,French Polynesia,Closed Won,Thomas148 Inc,2692,18300,1581120000,Partner,2/8/2020,Opportunity for Robinson994
Communications,,Mongolia,Closed Won,Harris195 Inc,89485,18014,1556409600,Partner,4/28/2019,Opportunity for Crawford995
Utilities,,China,Closed Won,Glover254 Inc,49533,18049,1559433600,Customer,6/2/2019,Opportunity for McCarthy999
Biotechnology,,Thailand,Closed Won,Nguyen793 Inc,35762,18852,1628812800,Customer,8/13/2021,Opportunity for Owen1000
Technology,New York,United States,Qualification,Hunter88 Inc,38220,18115,1565136000,Customer,8/7/2019,Opportunity for Chavez1002
Banking,,Bosnia and Herzegovina,Closed Won,Lawrence696 Inc,17518,18212,1573516800,Partner,11/12/2019,Opportunity for Davidson1004
Communications,,Russia,Closed Won,Graves147 Inc,78069,18379,1587945600,Partner,4/27/2020,Opportunity for Vasquez1005
Communications,,Brazil,Qualification,Rodriquez412 Inc,3301,19104,1650585600,Partner,4/22/2022,Opportunity for Holmes1012
Biotechnology,Baleares,Spain,Value Proposition,McCarthy162 Inc,52182,18972,1639180800,Partner,12/11/2021,Opportunity for Richardson1013
Telecommunications,,Ukraine,Closed Won,Ford835 Inc,9585,19314,1668729600,Customer,11/18/2022,Opportunity for Kennedy1017
Manufacturing,,Honduras,Prospecting,Graves147 Inc,21473,18895,1632528000,Customer,9/25/2021,Opportunity for Collier1376
Communications,,Japan,Closed Won,Long659 Inc,94843,19267,1664668800,Partner,10/2/2022,Opportunity for Bridges1377
Banking,,China,Closed Lost,Lawrence50 Inc,74007,19252,1663372800,Customer,9/17/2022,Opportunity for Elliott1378
Telecommunications,,Kenya,Closed Won,Chambers869 Inc,39196,17913,1547683200,Partner,1/17/2019,Opportunity for Ray1381
Finance,,China,Closed Won,Bradley715 Inc,54536,18387,1588636800,Partner,5/5/2020,Opportunity for Washington1383
Manufacturing,,China,Closed Lost,Ross364 Inc,62313,18588,1606003200,Partner,11/22/2020,Opportunity for Griffin1384
Manufacturing,,Philippines,Qualification,Moore470 Inc,9944,18475,1596240000,Partner,8/1/2020,Opportunity for Simpson1385
Energy,,Brazil,Closed Won,Riley999 Inc,84898,19291,1666742400,Partner,10/26/2022,Opportunity for Newman1387
Engineering,,Argentina,Closed Won,Knight146 Inc,95230,19174,1656633600,Partner,7/1/2022,Opportunity for Boone1390
Engineering,,Indonesia,Closed Won,Yates593 Inc,75922,18623,1609027200,Partner,12/27/2020,Opportunity for Sanders1392
Finance,,,Closed Won,Rodriguez768 Inc,98644,19330,1670112000,Partner,12/4/2022,Opportunity for Maldonado1393
Media,,Indonesia,Closed Won,Casey47 Inc,42292,18854,1628985600,Partner,8/15/2021,Opportunity for Robinson1397
Electronics,,Paraguay,Closed Won,McCarthy602 Inc,99534,18486,1597190400,Partner,8/12/2020,Opportunity for Salazar1398
Insurance,,China,Closed Won,Mitchell743 Inc,43590,18105,1564272000,Customer,7/28/2019,Opportunity for Kelly1755
Engineering,,China,Closed Lost,Tran866 Inc,27800,19198,1658707200,Partner,7/25/2022,Opportunity for Buchanan1756
Engineering,,Albania,Proposal/Price Quote,Weber794 Inc,5387,19016,1642982400,Partner,1/24/2022,Opportunity for McGee1757
Finance,,China,Closed Lost,Gomez871 Inc,31097,19274,1665273600,Customer,10/9/2022,Opportunity for Nguyen1759
Agriculture,Viana do Castelo,Portugal,Closed Won,Gonzales209 Inc,12162,18529,1600905600,Partner,9/24/2020,Opportunity for Luna1760
Agriculture,,Indonesia,Qualification,Brewer941 Inc,7485,18923,1634947200,Partner,10/23/2021,Opportunity for Sanders1761
Banking,,China,Qualification,Benson346 Inc,25926,18501,1598486400,Customer,8/27/2020,Opportunity for Zimmerman1763
Telecommunications,,China,Value Proposition,Hill463 Inc,87728,18844,1628121600,Partner,8/5/2021,Opportunity for Barton1764
Transportation,Michigan,United States,Closed Won,Anderson638 Inc,88101,18324,1583193600,Partner,3/3/2020,Opportunity for Ramirez1767
Manufacturing,,Brazil,Closed Won,Cummings974 Inc,68296,18859,1629417600,Partner,8/20/2021,Opportunity for James1768
Apparel,,Peru,Closed Won,Holloway944 Inc,21328,19078,1648339200,Partner,3/27/2022,Opportunity for Perez1775
Manufacturing,,Poland,Closed Won,Tucker284 Inc,77635,19051,1646006400,Partner,2/28/2022,Opportunity for Abbott636
Apparel,,,Closed Won,Estrada864 Inc,390,18610,1607904000,Partner,12/14/2020,Opportunity for Jefferson638
Technology,,Indonesia,Closed Won,West416 Inc,12663,18202,1572652800,Customer,11/2/2019,Opportunity for Byrd640
Engineering,,China,Closed Won,Reid29 Inc,76909,17906,1547078400,Partner,1/10/2019,Opportunity for Carson641
Communications,,Russia,Needs Analysis,Holmes945 Inc,3283,19278,1665619200,Partner,10/13/2022,Opportunity for Figueroa642
Manufacturing,,Jamaica,Closed Won,Gordon814 Inc,56945,17935,1549584000,Partner,2/8/2019,Opportunity for Jensen643
Engineering,,Poland,Qualification,Crawford184 Inc,55430,18025,1557360000,Customer,5/9/2019,Opportunity for Frazier644
Electronics,,Czech Republic,Closed Lost,Schneider736 Inc,12970,19034,1644537600,Partner,2/11/2022,Opportunity for Barrett645
Finance,,China,Needs Analysis,Rivera969 Inc,55679,19316,1668902400,Partner,11/20/2022,Opportunity for Bowen646
Media,,Indonesia,Closed Won,Armstrong378 Inc,55589,17950,1550880000,Partner,2/23/2019,Opportunity for Ruiz650
Manufacturing,,Micronesia,Closed Won,Goodman883 Inc,41051,18684,1614297600,Partner,2/26/2021,Opportunity for Norman655
Engineering,,Afghanistan,Qualification,Simmons211 Inc,39173,19264,1664409600,Customer,9/29/2022,Opportunity for Bridges657
Biotechnology,,China,Closed Won,Greene248 Inc,5006,19170,1656288000,Partner,6/27/2022,Opportunity for Willis1022
Agriculture,Viseu,Portugal,Closed Won,Underwood142 Inc,26714,19277,1665532800,Customer,10/12/2022,Opportunity for Santiago1026
Engineering,Lisboa,Portugal,Closed Won,Patterson932 Inc,31321,18843,1628035200,Partner,8/4/2021,Opportunity for Allison1031
Transportation,,China,Closed Won,Bailey19 Inc,57143,19211,1659830400,Partner,8/7/2022,Opportunity for Walton1035
Communications,,China,Closed Won,Hicks332 Inc,47060,18976,1639526400,Partner,12/15/2021,Opportunity for Mendez1036
Engineering,,China,Closed Won,Paul453 Inc,70897,19169,1656201600,Partner,6/26/2022,Opportunity for Ortiz1039
Utilities,,Palestinian Territory,Closed Won,Conner513 Inc,81549,18112,1564876800,Partner,8/4/2019,Opportunity for Lopez1040
Finance,,Philippines,Closed Won,Rodriguez608 Inc,83614,18308,1581811200,Customer,2/16/2020,Opportunity for Houston1041
Retail,,Uruguay,Closed Won,Wood74 Inc,58841,18075,1561680000,Customer,6/28/2019,Opportunity for Jackson1400
Finance,,Bulgaria,Closed Won,Greene248 Inc,38631,18879,1631145600,Partner,9/9/2021,Opportunity for Gutierrez1402
Agriculture,,Russia,Qualification,Henderson891 Inc,86918,19301,1667606400,Customer,11/5/2022,Opportunity for Dixon1405
Biotechnology,,Greece,Qualification,Horton569 Inc,70236,19110,1651104000,Partner,4/28/2022,Opportunity for Cobb1406
Technology,,,Closed Lost,Ferguson911 Inc,92053,18582,1605484800,Partner,11/16/2020,Opportunity for Maxwell1410
Telecommunications,,American Samoa,Closed Won,Butler249 Inc,39901,19120,1651968000,Partner,5/8/2022,Opportunity for Perez1411
Engineering,,Vietnam,Closed Won,Cain574 Inc,78556,18632,1609804800,Partner,1/5/2021,Opportunity for Hart1416
Communications,,Pakistan,Closed Won,Doyle498 Inc,31882,18136,1566950400,Customer,8/28/2019,Opportunity for Martin1417
Utilities,,Belarus,Closed Won,Gardner499 Inc,42847,18770,1621728000,Customer,5/23/2021,Opportunity for Hines1779
Biotechnology,District of Columbia,United States,Closed Won,Reed186 Inc,45025,19214,1660089600,Customer,8/10/2022,Opportunity for Morrison1784
Technology,,Philippines,Closed Won,Brown495 Inc,241,18400,1589760000,Partner,5/18/2020,Opportunity for Paul1791
Technology,Provence-Alpes-C“te d'Azur,France,Needs Analysis,Conner538 Inc,44475,18589,1606089600,Partner,11/23/2020,Opportunity for Andrews1792
Technology,,Russia,Qualification,Burton810 Inc,17970,18263,1577923200,Customer,1/2/2020,Opportunity for Guzman1793
Biotechnology,,Palestinian Territory,Qualification,Pittman435 Inc,90085,18363,1586563200,Customer,4/11/2020,Opportunity for Watson1794
Communications,,,Closed Won,Griffith580 Inc,23409,19202,1659052800,Partner,7/29/2022,Opportunity for Massey1797
Utilities,,Indonesia,Closed Won,Hines651 Inc,9654,18693,1615075200,Customer,3/7/2021,Opportunity for Nelson1799
Telecommunications,,Georgia,Closed Won,Bryant250 Inc,34132,19281,1665878400,Partner,10/16/2022,Opportunity for Pittman658
Communications,,Peru,Closed Won,West49 Inc,11850,18543,1602115200,Partner,10/8/2020,Opportunity for Erickson659
Banking,,Ukraine,Proposal/Price Quote,Wright507 Inc,21824,18539,1601769600,Customer,10/4/2020,Opportunity for Cunningham662
Electronics,,Thailand,Closed Won,Freeman571 Inc,79060,18775,1622160000,Partner,5/28/2021,Opportunity for Perkins665
Electronics,,Central African Republic,Closed Won,Quinn144 Inc,93634,18491,1597622400,Partner,8/17/2020,Opportunity for Luna668
Finance,Provence-Alpes-C“te d'Azur,France,Value Proposition,Webster118 Inc,92159,18415,1591056000,Partner,6/2/2020,Opportunity for Stevenson670
Finance,,,Closed Lost,Wood74 Inc,79585,19317,1668988800,Customer,11/21/2022,Opportunity for Ramirez671
Finance,,China,Closed Won,Clayton557 Inc,68279,18065,1560816000,Partner,6/18/2019,Opportunity for Brown672
Banking,,Indonesia,Closed Won,Webster87 Inc,96924,18413,1590883200,Customer,5/31/2020,Opportunity for Barton675
Technology,,Russia,Closed Won,Greer831 Inc,39009,18673,1613347200,Partner,2/15/2021,Opportunity for Duncan681
Healthcare,,Colombia,Value Proposition,Ross388 Inc,25542,18144,1567641600,Partner,9/5/2019,Opportunity for Colon1047
Electronics,,Bulgaria,Closed Won,Rowe333 Inc,97776,18700,1615680000,Partner,3/14/2021,Opportunity for McKenzie1054
Consulting,Stockholm,Sweden,Closed Lost,Rivera969 Inc,53318,19053,1646179200,Partner,3/2/2022,Opportunity for Webb1055
Media,V„stra G”taland,Sweden,Closed Won,Dunn368 Inc,50261,18263,1577923200,Partner,1/2/2020,Opportunity for Hart1061
Communications,Ilha de S?o Miguel,,Perception Analysis,Bowman940 Inc,66343,18201,1572566400,Partner,11/1/2019,Opportunity for Vega1066
Healthcare,,Ukraine,Closed Won,Fields265 Inc,15141,18723,1617667200,Partner,4/6/2021,Opportunity for Owen1424
Transportation,,Haiti,Closed Lost,Robbins449 Inc,91034,18925,1635120000,Customer,10/25/2021,Opportunity for Love1426
Finance,,Colombia,Needs Analysis,Greer746 Inc,99997,18005,1555632000,Partner,4/19/2019,Opportunity for Flowers1427
Finance,,,Needs Analysis,Morales41 Inc,4471,18470,1595808000,Customer,7/27/2020,Opportunity for Keller1431
Biotechnology,,Indonesia,Closed Lost,Strickland686 Inc,43677,18291,1580342400,Customer,1/30/2020,Opportunity for Allison1432
Engineering,,Ukraine,Closed Won,Reeves202 Inc,54115,19099,1650153600,Partner,4/17/2022,Opportunity for Dixon1438
Banking,Stockholm,Sweden,Needs Analysis,Thomas208 Inc,6244,18112,1564876800,Partner,8/4/2019,Opportunity for Chandler1439
Engineering,,China,Closed Lost,Black702 Inc,55138,17939,1549929600,Partner,2/12/2019,Opportunity for Conner1442
Biotechnology,Georgia,United States,Closed Lost,Todd566 Inc,95113,18569,1604361600,Partner,11/3/2020,Opportunity for Robbins1443
Telecommunications,,,Closed Won,Owens441 Inc,43098,18873,1630627200,Customer,9/3/2021,Opportunity for Berry1447
Apparel,,Lithuania,Closed Lost,Zimmerman646 Inc,45569,17915,1547856000,Partner,1/19/2019,Opportunity for Neal1804
Biotechnology,,Indonesia,Closed Won,Romero457 Inc,57532,18538,1601683200,Partner,10/3/2020,Opportunity for Marsh1806
Engineering,,Venezuela,Closed Won,Hodges632 Inc,52860,19192,1658188800,Customer,7/19/2022,Opportunity for Carlson1808
Media,,Philippines,Closed Won,Newman432 Inc,55268,19127,1652572800,Partner,5/15/2022,Opportunity for Fleming1809
Telecommunications,,Oman,Closed Lost,Aguilar870 Inc,9117,18893,1632355200,Partner,9/23/2021,Opportunity for Matthews1810
Retail,,Finland,Closed Won,Hogan989 Inc,15071,19264,1664409600,Partner,9/29/2022,Opportunity for Daniel1811
Utilities,,China,Perception Analysis,Beck894 Inc,18801,18913,1634083200,Partner,10/13/2021,Opportunity for Chandler1816
Apparel,,China,Closed Won,Crawford14 Inc,38335,19110,1651104000,Partner,4/28/2022,Opportunity for Hicks1818
Transportation,,China,Perception Analysis,Simpson342 Inc,25015,18050,1559520000,Partner,6/3/2019,Opportunity for Moss1820
Retail,,Comoros,Closed Won,Underwood142 Inc,26019,18042,1558828800,Partner,5/26/2019,Opportunity for Miles1826
Agriculture,Bretagne,France,Closed Won,Mann440 Inc,58171,18689,1614729600,Customer,3/3/2021,Opportunity for Greer1
Energy,,Afghanistan,Qualification,Phillips552 Inc,45900,18293,1580515200,Partner,2/1/2020,Opportunity for Conner5
Manufacturing,,Russia,Closed Lost,Thomas148 Inc,58231,18270,1578528000,Partner,1/9/2020,Opportunity for Wood9
Communications,,Brazil,Closed Lost,Ross364 Inc,39759,18998,1641427200,Partner,1/6/2022,Opportunity for Hogan11
Manufacturing,,China,Closed Won,Cortez324 Inc,89474,18365,1586736000,Partner,4/13/2020,Opportunity for Jefferson17
Agriculture,,Kazakhstan,Negotiation/Review,Owens441 Inc,94979,18273,1578787200,Customer,1/12/2020,Opportunity for McLaughlin130
Apparel,,Philippines,Perception Analysis,Gibson62 Inc,4634,18398,1589587200,Partner,5/16/2020,Opportunity for Chandler133
Insurance,,China,Closed Won,Warren653 Inc,72453,19081,1648598400,Partner,3/30/2022,Opportunity for Rice134
Technology,,Peru,Qualification,Conner513 Inc,22287,19012,1642636800,Customer,1/20/2022,Opportunity for Barnes141
Finance,,China,Perception Analysis,Harris13 Inc,63643,18955,1637712000,Customer,11/24/2021,Opportunity for Edwards146
Biotechnology,,Iran,Needs Analysis,Dean902 Inc,28497,19326,1669766400,Partner,11/30/2022,Opportunity for Williams149
Electronics,,Guatemala,Closed Lost,Bishop597 Inc,66656,18269,1578441600,Partner,1/8/2020,Opportunity for Wagner150
Apparel,,Indonesia,Needs Analysis,Gordon630 Inc,14411,17961,1551830400,Partner,3/6/2019,Opportunity for Dennis260
Apparel,,Thailand,Closed Won,Joseph361 Inc,76982,17983,1553731200,Customer,3/28/2019,Opportunity for Pittman263
Media,,Panama,Prospecting,Fox572 Inc,75437,18258,1577491200,Customer,12/28/2019,Opportunity for Holmes265
Finance,,Japan,Closed Won,Todd690 Inc,95053,18962,1638316800,Customer,12/1/2021,Opportunity for Murphy267
Communications,,Indonesia,Closed Won,Roberson601 Inc,44303,17963,1552003200,Partner,3/8/2019,Opportunity for Freeman268
Telecommunications,,China,Closed Won,Wise244 Inc,61375,18746,1619654400,Customer,4/29/2021,Opportunity for Terry269
Apparel,,China,Closed Won,Briggs955 Inc,3880,18191,1571702400,Partner,10/22/2019,Opportunity for Butler275
Engineering,,Brazil,Qualification,Daniels141 Inc,50166,17943,1550275200,Partner,2/16/2019,Opportunity for Collier276
Agriculture,,Afghanistan,Closed Won,Oliver444 Inc,54222,19025,1643760000,Partner,2/2/2022,Opportunity for Alexander278
Engineering,Stockholm,Sweden,Qualification,Wright507 Inc,87578,19055,1646352000,Partner,3/4/2022,Opportunity for Allison281
Electronics,,Honduras,Closed Won,Figueroa68 Inc,67485,18499,1598313600,Partner,8/25/2020,Opportunity for Delgado355
Finance,,Lithuania,Closed Won,Jackson589 Inc,44444,18502,1598572800,Partner,8/28/2020,Opportunity for Bryant359
Education,,Indonesia,Needs Analysis,Scott708 Inc,69823,19274,1665273600,Partner,10/9/2022,Opportunity for Wise361
Consulting,,Indonesia,Closed Won,Hart828 Inc,70541,18710,1616544000,Partner,3/24/2021,Opportunity for Hunt362
Energy,,China,Perception Analysis,Carlson744 Inc,63443,18950,1637280000,Partner,11/19/2021,Opportunity for Scott363
Biotechnology,,China,Closed Won,Munoz724 Inc,37021,18225,1574640000,Customer,11/25/2019,Opportunity for McCoy365
Apparel,,China,Closed Won,Ross364 Inc,87420,18304,1581465600,Partner,2/12/2020,Opportunity for Love368
Manufacturing,,,Closed Lost,King177 Inc,38133,18231,1575158400,Partner,12/1/2019,Opportunity for Rios369
Transportation,,Philippines,Closed Won,Padilla472 Inc,54220,19352,1672012800,Partner,12/26/2022,Opportunity for Gordon370
Education,,Cyprus,Closed Won,West706 Inc,86328,19135,1653264000,Partner,5/23/2022,Opportunity for Harrington373
Telecommunications,,Ireland,Closed Won,McGuire26 Inc,82687,18300,1581120000,Partner,2/8/2020,Opportunity for Pearson374
Engineering,,China,Closed Won,Perkins198 Inc,30758,18585,1605744000,Customer,11/19/2020,Opportunity for Clayton375
Utilities,,Philippines,Closed Won,Banks379 Inc,84801,18852,1628812800,Partner,8/13/2021,Opportunity for Mathis376
Banking,,Indonesia,Closed Won,Barnett543 Inc,37799,18604,1607385600,Customer,12/8/2020,Opportunity for Gray19
Education,,China,Prospecting,Duncan433 Inc,46665,18117,1565308800,Customer,8/9/2019,Opportunity for Hawkins22
Transportation,,Lithuania,Negotiation/Review,Lowe496 Inc,50383,17977,1553212800,Partner,3/22/2019,Opportunity for McCormick23
Consulting,,China,Closed Won,Vega718 Inc,9891,19164,1655769600,Customer,6/21/2022,Opportunity for Cox29
Engineering,,Russia,Closed Won,Tucker284 Inc,10846,19038,1644883200,Partner,2/15/2022,Opportunity for Bass32
Apparel,,Colombia,Perception Analysis,Watts685 Inc,67788,17947,1550620800,Partner,2/20/2019,Opportunity for Butler33
Communications,,Russia,Closed Won,Wade723 Inc,76953,19208,1659571200,Partner,8/4/2022,Opportunity for Alvarez35
Biotechnology,,South Africa,Closed Lost,Smith558 Inc,93778,18342,1584748800,Partner,3/21/2020,Opportunity for Nunez37
Energy,,Japan,Closed Won,Bennett519 Inc,2705,18028,1557619200,Customer,5/12/2019,Opportunity for Wilkins38
Media,,China,Closed Lost,Rogers668 Inc,73394,18483,1596931200,Partner,8/9/2020,Opportunity for Stevens152
Healthcare,,China,Closed Lost,Stevenson954 Inc,16413,18510,1599264000,Customer,9/5/2020,Opportunity for Vega154
Manufacturing,Alberta,Canada,Negotiation/Review,Rios384 Inc,82257,18405,1590192000,Partner,5/23/2020,Opportunity for Moss156
Manufacturing,,Guatemala,Closed Won,Barnett543 Inc,64258,18208,1573171200,Customer,11/8/2019,Opportunity for Mendoza161
Education,,Colombia,Prospecting,Maldonado464 Inc,15089,19067,1647388800,Customer,3/16/2022,Opportunity for Todd162
Telecommunications,,Tanzania,Closed Won,Silva224 Inc,16815,18060,1560384000,Partner,6/13/2019,Opportunity for Snyder164
Biotechnology,,Philippines,Closed Won,Flores188 Inc,52351,18073,1561507200,Partner,6/26/2019,Opportunity for Cunningham175
Technology,,Argentina,Proposal/Price Quote,Allen182 Inc,4349,18559,1603497600,Partner,10/24/2020,Opportunity for Bush283
Banking,,China,Closed Won,Graves33 Inc,3935,18796,1623974400,Partner,6/18/2021,Opportunity for Pearson288
Transportation,,Philippines,Negotiation/Review,Stone555 Inc,11062,19128,1652659200,Partner,5/16/2022,Opportunity for Higgins293
Energy,,Indonesia,Perception Analysis,Jefferson859 Inc,24891,18538,1601683200,Partner,10/3/2020,Opportunity for Francis298
Banking,,,Value Proposition,Graves925 Inc,45893,18450,1594080000,Customer,7/7/2020,Opportunity for McBride299
Electronics,,Iran,Closed Won,Stone533 Inc,69922,18568,1604275200,Partner,11/2/2020,Opportunity for Miller300
Telecommunications,,Vietnam,Perception Analysis,Thompson622 Inc,38600,19231,1661558400,Partner,8/27/2022,Opportunity for Cross303
Engineering,,Palestinian Territory,Closed Lost,Stevenson884 Inc,87717,18481,1596758400,Partner,8/7/2020,Opportunity for Pierce304
Electronics,Pays de la Loire,France,Perception Analysis,Harris13 Inc,9779,18337,1584316800,Partner,3/16/2020,Opportunity for Figueroa377
Biotechnology,,Japan,Closed Won,Rodriguez768 Inc,38793,17927,1548892800,Partner,1/31/2019,Opportunity for Collins378
Media,,Croatia,Closed Won,George280 Inc,6726,18435,1592784000,Partner,6/22/2020,Opportunity for Burke383
Apparel,,Czech Republic,Closed Won,Medina787 Inc,81139,18837,1627516800,Partner,7/29/2021,Opportunity for May386
Engineering,,China,Needs Analysis,Phillips722 Inc,45467,18253,1577059200,Customer,12/23/2019,Opportunity for Hart387
Media,,Indonesia,Closed Won,Green672 Inc,73571,17955,1551312000,Customer,2/28/2019,Opportunity for Perry395
Communications,,China,Prospecting,Thornton799 Inc,23137,19024,1643673600,Customer,2/1/2022,Opportunity for Nunez399
Telecommunications,,Honduras,Closed Won,Todd690 Inc,68408,19019,1643241600,Partner,1/27/2022,Opportunity for Goodwin400
Communications,,Indonesia,Closed Lost,Newman145 Inc,45546,18976,1639526400,Partner,12/15/2021,Opportunity for Shaw178
Manufacturing,,Dominican Republic,Value Proposition,Brock75 Inc,20632,18773,1621987200,Partner,5/26/2021,Opportunity for Lambert182
Banking,,China,Needs Analysis,Christensen892 Inc,29637,19306,1668038400,Partner,11/10/2022,Opportunity for Blair183
Insurance,,Afghanistan,Qualification,Thomas631 Inc,74370,19161,1655510400,Partner,6/18/2022,Opportunity for Barber186
Communications,,Papua New Guinea,Closed Lost,Crawford184 Inc,87051,18058,1560211200,Partner,6/11/2019,Opportunity for Owens189
Electronics,,Japan,Closed Lost,McCarthy162 Inc,41984,18840,1627776000,Partner,8/1/2021,Opportunity for Reid191
Telecommunications,?le-de-France,France,Closed Lost,Hardy12 Inc,85854,19330,1670112000,Customer,12/4/2022,Opportunity for Ellis192
Media,,Nicaragua,Perception Analysis,Marsh614 Inc,67741,18631,1609718400,Customer,1/4/2021,Opportunity for Frazier196
Healthcare,,China,Closed Won,Torres548 Inc,70143,17975,1553040000,Customer,3/20/2019,Opportunity for Douglas198
Communications,,China,Closed Won,Thompson622 Inc,41146,17903,1546819200,Partner,1/7/2019,Opportunity for Phelps203
Engineering,,Brazil,Needs Analysis,Bryan926 Inc,43233,18391,1588982400,Partner,5/9/2020,Opportunity for Phelps205
Finance,,Russia,Qualification,Crawford536 Inc,41729,19115,1651536000,Partner,5/3/2022,Opportunity for Morton406
Engineering,,Zimbabwe,Closed Won,Arnold813 Inc,67200,18784,1622937600,Partner,6/6/2021,Opportunity for Abbott414
Consulting,,China,Closed Lost,Moran300 Inc,62809,18202,1572652800,Partner,11/2/2019,Opportunity for West206
Insurance,,Mongolia,Closed Won,Long31 Inc,7411,17955,1551312000,Partner,2/28/2019,Opportunity for Horton207
Education,,Palestinian Territory,Closed Won,Nichols662 Inc,39172,18117,1565308800,Partner,8/9/2019,Opportunity for Johnston49
Media,,China,Closed Won,Porter466 Inc,84129,19031,1644278400,Customer,2/8/2022,Opportunity for Potter50
Communications,,Poland,Closed Won,Keller1 Inc,83876,18531,1601078400,Customer,9/26/2020,Opportunity for Logan51
Retail,,Brazil,Closed Won,Pittman113 Inc,72111,19162,1655596800,Customer,6/19/2022,Opportunity for Parker53
